5,114,570
648,58,37584
297,508,150876
938,221,207298
556,190,105640
388,424,164512
506,860,435160
373,410,152930
763,173,131999
695,679,471905
799,305,243695
675,153,103275
417,268,111756
432,518,223776
507,826,418782
118,221,26078
410,690,282900
464,49,22736
881,952,838712
883,690,609270
450,438,197100
770,437,336490
388,552,214176
180,460,82800
784,329,257936
297,927,275319
467,175,81725
608,847,514976
131,461,60391
427,397,169519
750,712,534000
825,615,507375
817,101,82517
524,743,389332
480,877,420960
224,44,9856
998,972,970056
982,939,922098
239,500,119500
891,727,647757
951,68,64668
626,582,364332
101,676,68276
598,871,520858
640,387,247680
96,101,9696
52,573,29796
960,776,744960
145,463,67135
69,557,38433
799,103,82297
167,50,8350
87,145,12615
767,168,128856
165,731,120615
907,844,765508
894,870,777780
248,257,63736
834,391,326094
174,82,14268
598,556,332488
374,304,113696
605,879,531795
689,187,128843
867,365,316455
205,204,41820
199,86,17114
540,331,178740
145,765,110925
801,615,492615
358,149,53342
492,566,278472
104,753,78312
47,478,22466
199,929,184871
125,514,64250
89,615,54735
197,449,88453
741,215,159315
593,465,275745
871,308,268268
250,944,236000
133,711,94563
344,850,292400
826,420,346920
177,975,172575
314,178,55892
552,40,22080
601,645,387645
261,762,198882
780,64,49920
405,349,141345
431,916,394796
497,346,171962
676,571,385996
605,932,563860
554,634,351236
87,95,8265
642,398,255516
631,983,620273
554,921,510234
535,3,1605
721,330,237930
358,291,104178
83,489,40587
787,201,158187
168,426,71568
618,719,444342
96,455,43680
91,904,82264
178,813,144714
156,637,99372
663,438,290394
46,325,14950
391,5,1955
221,671,148291
437,357,156009
339,754,255606
534,196,104664
737,409,301433
72,597,42984
261,76,19836
712,236,168032
585,832,486720
232,662,153584
965,509,491185
660,826,545160
29,333,9657
365,976,356240
804,208,167232
763,30,22890
745,154,114730
41,254,10414
792,726,574992
720,368,264960
216,946,204336
543,727,394761
402,983,395166
576,604,347904
491,938,460558
317,569,180373
452,551,249052
207,829,171603
418,918,383724
59,55,3245
798,548,437304
502,613,307726
524,790,413960
525,364,191100
899,393,353307
176,781,137456
621,15,9315
546,415,226590
125,983,122875
593,866,513538
116,624,72384
404,830,335320
809,594,480546
14,378,5292
695,826,574070
430,914,393020
667,976,650992
406,845,343070
775,451,349525
644,553,356132
181,634,114754
327,987,322749
636,608,386688
306,32,9792
930,267,248310
424,479,203096
649,943,612007
500,110,55000
679,686,465794
767,529,405743
383,878,336274
232,92,21344
207,315,65205
572,872,498784
657,7,4599
111,307,34077
520,554,288080
900,847,762300
819,602,493038
327,87,28449
52,847,44044
512,963,493056
586,868,508648
544,334,181696
956,318,304008
432,693,299376
839,94,78866
322,788,253736
347,216,74952
691,299,206609
642,384,246528
828,356,294768
659,206,135754
373,159,59307
573,995,570135
968,263,254584
886,760,673360
341,398,135718
199,591,117609
507,305,154635
544,528,287232
987,650,641550
143,950,135850
419,202,84638
646,559,361114
892,401,357692
719,716,514804
471,903,425313
847,697,590359
594,701,416394
573,827,473871
20,698,13960
182,297,54054
497,967,480599
103,142,14626
96,175,16800
504,647,326088
565,255,144075
690,611,421590
110,372,40920
808,129,104232
640,628,401920
936,66,61776
947,972,920484
120,201,24120
87,206,17922
158,325,51350
764,997,761708
505,746,376730
22,50,1100
391,842,329222
582,289,168198
101,189,19089
535,307,164245
993,599,594807
594,996,591624
717,58,41586
185,915,169275
762,237,180594
211,369,77859
731,357,260967
526,763,401338
169,742,125398
22,486,10692
471,163,76773
583,375,218625
864,98,84672
236,891,210276
248,390,96720
999,101,100899
193,437,84341
659,738,486342
493,542,267206
58,292,16936
799,164,131036
946,750,709500
231,567,130977
885,142,125670
749,416,311584
689,207,142623
245,648,158760
924,713,658812
826,14,11564
875,187,163625
836,886,740696
220,156,34320
776,738,572688
400,532,212800
63,316,19908
119,294,34986
306,384,117504
606,314,190284
685,680,465800
764,544,415616
605,524,317020
261,142,37062
814,660,537240
133,626,83258
982,349,342718
27,277,7479
465,40,18600
475,611,290225
996,260,258960
181,366,66246
758,411,311538
662,670,443540
70,97,6790
324,597,193428
533,587,312871
398,279,111042
217,49,10633
852,189,161028
529,833,440657
