359,795,1154
256,222,478
633,55,688
288,780,1068
765,672,1437
126,913,1039
79,637,716
541,361,902
617,74,691
248,97,345
668,515,1183
907,192,1099
255,467,722
602,166,768
270,75,345
905,462,1367
512,156,668
80,405,485
261,688,949
557,16,573
471,635,1106
115,715,830
675,567,1242
729,533,1262
241,120,361
303,358,661
474,134,608
583,833,1416
30,310,340
63,177,240
221,837,1058
64,786,850
585,536,1121
273,470,743
983,275,1258
655,470,1125
688,399,1087
771,440,1211
186,625,811
464,813,1277
758,637,1395
615,967,1582
254,849,1103
78,177,255
770,476,1246
950,227,1177
311,877,1188
516,42,558
638,951,1589
433,569,1002
930,992,1922
55,179,234
940,707,1647
192,936,1128
863,917,1780
637,499,1136
347,625,972
409,13,422
1,726,727
98,48,146
406,187,593
768,262,1030
333,504,837
449,462,911
413,904,1317
158,956,1114
499,883,1382
14,584,598
905,246,1151
208,347,555
661,949,1610
310,805,1115
986,492,1478
489,135,624
791,763,1554
177,155,332
69,606,675
444,481,925
156,694,850
806,121,927
814,770,1584
421,909,1330
733,48,781
9,665,674
20,468,488
497,580,1077
520,12,532
272,917,1189
976,91,1067
113,563,676
228,769,997
877,623,1500
291,879,1170
982,974,1956
636,743,1379
669,459,1128
578,621,1199
62,9,71
969,345,1314
832,978,1810
412,982,1394
918,239,1157
24,219,243
370,91,461
891,457,1348
214,751,965
405,2,407
898,673,1571
781,993,1774
606,85,691
144,795,939
677,76,753
649,989,1638
863,259,1122
221,85,306
839,111,950
635,3,638
577,549,1126
930,649,1579
137,289,426
484,727,1211
463,113,576
854,59,913
601,966,1567
258,953,1211
863,2,865
233,744,977
974,326,1300
725,74,799
733,559,1292
837,238,1075
871,42,913
730,377,1107
100,729,829
84,137,221
195,840,1035
18,758,776
691,353,1044
13,515,528
441,108,549
857,772,1629
205,63,268
922,21,943
199,182,381
512,896,1408
482,18,500
892,641,1533
323,913,1236
97,668,765
645,359,1004
215,182,397
948,646,1594
557,931,1488
148,897,1045
692,827,1519
803,812,1615
598,779,1377
543,286,829
122,759,881
10,900,910
165,881,1046
696,626,1322
850,711,1561
879,707,1586
689,806,1495
125,206,331
108,490,598
62,417,479
682,655,1337
116,916,1032
38,978,1016
763,226,989
423,746,1169
271,631,902
681,834,1515
638,958,1596
414,393,807
208,761,969
966,156,1122
410,348,758
17,816,833
158,29,187
650,643,1293
225,446,671
159,51,210
364,455,819
511,388,899
242,911,1153
296,323,619
267,468,735
565,287,852
983,781,1764
890,711,1601
670,54,724
955,200,1155
525,692,1217
474,96,570
241,854,1095
262,396,658
697,415,1112
42,335,377
961,151,1112
364,568,932
82,995,1077
879,302,1181
362,782,1144
657,626,1283
740,760,1500
139,938,1077
719,97,816
405,801,1206
287,951,1238
474,775,1249
643,224,867
208,108,316
142,738,880
724,394,1118
922,55,977
119,38,157
529,967,1496
258,183,441
786,595,1381
703,502,1205
63,44,107
826,361,1187
243,498,741
450,385,835
589,5,594
910,632,1542
525,917,1442
283,794,1077
246,939,1185
422,42,464
214,50,264
557,990,1547
623,650,1273
255,571,826
83,110,193
867,272,1139
262,628,890
632,745,1377
244,785,1029
194,571,765
688,142,830
426,78,504
778,645,1423
376,315,691
619,565,1184
608,484,1092
606,365,971
703,209,912
4,824,828
789,879,1668
1000,79,1079
430,933,1363
40,216,256
344,74,418
797,657,1454
387,409,796
401,695,1096
6,711,717
88,215,303
418,189,607
488,135,623
882,457,1339
863,688,1551
321,749,1070
623,8,631
814,850,1664
850,894,1744
108,939,1047
756,380,1136
632,228,860
609,87,696
861,619,1480
459,100,559
379,934,1313
722,672,1394
203,534,737
667,623,1290
782,572,1354
790,377,1167
412,861,1273
864,910,1774
320,398,718
845,897,1742
505,398,903
233,492,725
21,108,129
677,762,1439
214,332,546
528,854,1382
743,141,884
532,911,1443
596,644,1240
314,976,1290
41,339,380
627,267,894
211,676,887
580,28,608
900,262,1162
906,421,1327
195,141,336
598,954,1552
553,697,1250
536,383,919
253,842,1095
375,892,1267
300,964,1264
693,257,950
609,683,1292
981,168,1149
779,393,1172
289,577,866
197,139,336
534,919,1453
386,978,1364
440,43,483
925,181,1106
650,204,854
643,563,1206
616,307,923
682,849,1531
713,866,1579
115,96,211
649,527,1176
866,24,890
438,291,729
144,403,547
950,415,1365
597,701,1298
755,625,1380
46,670,716
592,571,1163
459,41,500
275,8,283
621,306,927
188,32,220
558,722,1280
195,844,1039
782,171,953
797,60,857
939,698,1637
789,175,964
888,177,1065
479,373,852
899,265,1164
298,756,1054
855,151,1006
475,239,714
539,465,1004
387,543,930
470,446,916
410,40,450
987,249,1236
67,909,976
417,217,634
379,214,593
73,490,563
372,51,423
388,457,845
227,734,961
873,880,1753
922,738,1660
323,848,1171
860,642,1502
486,10,496
912,759,1671
254,248,502
971,479,1450
584,409,993
987,173,1160
458,172,630
108,848,956
773,149,922
943,742,1685
606,906,1512
650,762,1412
583,696,1279
171,719,890
402,35,437
854,881,1735
920,12,932
296,529,825
740,997,1737
834,196,1030
177,628,805
501,705,1206
788,967,1755
11,264,275
791,240,1031
645,895,1540
492,785,1277
295,600,895
920,666,1586
370,637,1007
944,891,1835
38,433,471
114,434,548
60,82,142
703,204,907
577,618,1195
279,59,338
680,858,1538
669,675,1344
997,131,1128
974,111,1085
264,747,1011
329,823,1152
620,258,878
124,513,637
28,943,971
240,869,1109
586,249,835
479,94,573
883,227,1110
433,260,693
824,979,1803
796,350,1146
418,522,940
999,230,1229
642,878,1520
503,504,1007
270,920,1190
516,778,1294
169,206,375
819,436,1255
154,491,645
115,882,997
852,568,1420
673,766,1439
722,854,1576
926,32,958
286,399,685
508,423,931
886,770,1656
377,205,582
708,57,765
2,280,282
140,760,900
299,190,489
594,60,654
47,80,127
978,83,1061
96,807,903
929,959,1888
840,671,1511
470,223,693
273,899,1172
891,303,1194
786,758,1544
653,427,1080
493,166,659
874,184,1058
33,786,819
470,707,1177
935,823,1758
23,865,888
812,262,1074
593,179,772
141,805,946
688,80,768
480,834,1314
641,545,1186
